Date,Control,Debit,Credit,Net
1/3/2025,R-1569400,5.00,0.00,5.00
1/3/2025,R-1569400,10.73,0.00,10.73
1/3/2025,R-1569400,25.65,0.00,25.65
1/3/2025,R-1569400,19.11,0.00,19.11
1/3/2025,R-1569400,1.74,0.00,1.74
1/3/2025,R-1569400,75.00,0.00,75.00
1/3/2025,R-1569400,3.63,0.00,3.63
1/3/2025,R-1569444,20.00,0.00,20.00
1/3/2025,R-1569444,25.00,0.00,25.00
1/3/2025,R-1569444,13.47,0.00,13.47
1/3/2025,R-1569444,"2,820.00",0.00,"2,820.00"
1/3/2025,R-1569444,10.73,0.00,10.73
1/3/2025,R-1569444,75.00,0.00,75.00
1/3/2025,R-1569444,5.00,0.00,5.00
1/3/2025,R-1569444,3.63,0.00,3.63
1/3/2025,R-1569444,22.96,0.00,22.96
1/3/2025,R-1569444,14.63,0.00,14.63
1/3/2025,R-1569444,1.74,0.00,1.74
1/3/2025,R-1569444,75.51,0.00,75.51
1/3/2025,R-1569448,75.00,0.00,75.00
1/3/2025,R-1569448,100.00,0.00,100.00
1/3/2025,R-1569448,40.00,0.00,40.00
1/3/2025,R-1569448,"3,076.00",0.00,"3,076.00"
1/3/2025,R-1569540,5.00,0.00,5.00
1/3/2025,R-1569540,30.46,0.00,30.46
1/3/2025,R-1569540,10.73,0.00,10.73
1/3/2025,R-1569540,1.74,0.00,1.74
1/3/2025,R-1569540,18.81,0.00,18.81
1/3/2025,R-1569540,75.00,0.00,75.00
1/3/2025,R-1569540,90.00,0.00,90.00
1/3/2025,R-1569540,"2,291.00",0.00,"2,291.00"
1/3/2025,R-1569540,21.12,0.00,21.12
1/3/2025,R-1569540,3.63,0.00,3.63
1/3/2025,R-1569540,20.00,0.00,20.00
1/3/2025,R-1569542,20.00,0.00,20.00
1/3/2025,R-1569542,"2,602.99",0.00,"2,602.99"
1/3/2025,R-1569542,75.00,0.00,75.00
1/3/2025,R-1569584,0.00,25.00,-25.00
1/3/2025,R-1569584,0.00,75.00,-75.00
1/3/2025,R-1569584,0.00,20.00,-20.00
1/3/2025,R-1569584,0.00,36.70,-36.70
1/3/2025,R-1569584,0.00,10.73,-10.73
1/3/2025,R-1569584,0.00,3.63,-3.63
1/3/2025,R-1569584,0.00,25.00,-25.00
1/3/2025,R-1569584,0.00,48.09,-48.09
1/3/2025,R-1569584,0.00,5.00,-5.00
1/3/2025,R-1569584,0.00,"2,389.00","-2,389.00"
1/3/2025,R-1569584,0.00,55.00,-55.00
1/3/2025,R-1569584,0.00,1.74,-1.74
1/3/2025,R-1569584,0.00,42.83,-42.83
1/3/2025,R-1569662,26.16,0.00,26.16
1/3/2025,R-1569662,3.63,0.00,3.63
1/3/2025,R-1569662,75.00,0.00,75.00
1/3/2025,R-1569662,20.00,0.00,20.00
1/3/2025,R-1569662,"2,460.00",0.00,"2,460.00"
1/3/2025,R-1569662,1.74,0.00,1.74
1/3/2025,R-1569662,15.90,0.00,15.90
1/3/2025,R-1569662,10.73,0.00,10.73
1/3/2025,R-1569662,58.24,0.00,58.24
1/3/2025,R-1569662,17.58,0.00,17.58
1/3/2025,R-1569662,25.00,0.00,25.00
1/3/2025,R-1569662,40.00,0.00,40.00
1/3/2025,R-1569674,3.63,0.00,3.63
1/3/2025,R-1569674,10.73,0.00,10.73
1/3/2025,R-1569674,25.00,0.00,25.00
1/3/2025,R-1569674,30.28,0.00,30.28
1/3/2025,R-1569674,35.05,0.00,35.05
1/3/2025,R-1569674,"3,013.00",0.00,"3,013.00"
1/3/2025,R-1569674,20.00,0.00,20.00
1/3/2025,R-1569674,1.74,0.00,1.74
1/3/2025,R-1569674,5.00,0.00,5.00
1/3/2025,R-1569674,52.36,0.00,52.36
1/3/2025,R-1569674,75.00,0.00,75.00
1/3/2025,R-1569674,50.00,0.00,50.00
1/3/2025,R-1569693,3.63,0.00,3.63
1/3/2025,R-1569693,1.74,0.00,1.74
1/3/2025,R-1569693,10.73,0.00,10.73
1/3/2025,R-1569693,5.00,0.00,5.00
1/3/2025,R-1569693,22.41,0.00,22.41
1/3/2025,R-1569693,20.00,0.00,20.00
1/3/2025,R-1569693,25.49,0.00,25.49
1/3/2025,R-1569693,35.62,0.00,35.62
1/3/2025,R-1569693,100.00,0.00,100.00
1/3/2025,R-1569693,75.00,0.00,75.00
1/3/2025,R-1569693,"2,445.00",0.00,"2,445.00"
1/3/2025,J-423189,0.00,"80,000.00","-80,000.00"
1/4/2025,R-1569790,"2,216.00",0.00,"2,216.00"
1/4/2025,R-1569791,9.03,0.00,9.03
1/4/2025,R-1569791,4.79,0.00,4.79
1/4/2025,R-1569791,1.74,0.00,1.74
1/4/2025,R-1569791,40.61,0.00,40.61
1/4/2025,R-1569791,3.63,0.00,3.63
1/4/2025,R-1569791,5.00,0.00,5.00
1/4/2025,R-1569791,10.73,0.00,10.73
1/4/2025,R-1569791,33.87,0.00,33.87
1/4/2025,R-1569791,"1,604.58",0.00,"1,604.58"
1/4/2025,R-1569791,41.13,0.00,41.13
1/4/2025,R-1569791,4.96,0.00,4.96
1/4/2025,R-1569791,"1,823.39",0.00,"1,823.39"
1/4/2025,R-1569792,75.00,0.00,75.00
1/4/2025,R-1569792,"2,862.00",0.00,"2,862.00"
1/4/2025,R-1569792,27.08,0.00,27.08
1/4/2025,R-1569792,1.74,0.00,1.74
1/4/2025,R-1569792,5.00,0.00,5.00
1/4/2025,R-1569792,42.92,0.00,42.92
1/4/2025,R-1569792,10.73,0.00,10.73
1/4/2025,R-1569792,31.15,0.00,31.15
1/4/2025,R-1569792,3.63,0.00,3.63
1/4/2025,R-1569793,3.63,0.00,3.63
1/4/2025,R-1569793,20.76,0.00,20.76
1/4/2025,R-1569793,75.00,0.00,75.00
1/4/2025,R-1569793,5.00,0.00,5.00
1/4/2025,R-1569793,24.02,0.00,24.02
1/4/2025,R-1569793,53.61,0.00,53.61
1/4/2025,R-1569793,10.73,0.00,10.73
1/4/2025,R-1569793,"3,378.00",0.00,"3,378.00"
1/4/2025,R-1569793,1.74,0.00,1.74
1/4/2025,R-1569793,20.00,0.00,20.00
1/4/2025,R-1569793,23.48,0.00,23.48
1/4/2025,R-1569793,25.00,0.00,25.00
1/4/2025,R-1569828,0.00,"2,190.00","-2,190.00"
1/4/2025,R-1569828,"2,190.00",0.00,"2,190.00"
1/4/2025,R-1569858,"3,323.00",0.00,"3,323.00"
1/4/2025,R-1569864,"1,000.00",0.00,"1,000.00"
1/4/2025,R-1569877,10.73,0.00,10.73
1/4/2025,R-1569877,75.00,0.00,75.00
1/4/2025,R-1569877,6.49,0.00,6.49
1/4/2025,R-1569877,1.74,0.00,1.74
1/4/2025,R-1569877,3.63,0.00,3.63
1/4/2025,R-1569877,5.00,0.00,5.00
1/4/2025,R-1569877,"2,465.00",0.00,"2,465.00"
1/4/2025,R-1569877,25.82,0.00,25.82
1/4/2025,R-1569877,6.84,0.00,6.84
1/4/2025,R-1569889,1.74,0.00,1.74
1/4/2025,R-1569889,75.00,0.00,75.00
1/4/2025,R-1569889,"2,288.00",0.00,"2,288.00"
1/4/2025,R-1569889,10.73,0.00,10.73
1/4/2025,R-1569889,21.83,0.00,21.83
1/4/2025,R-1569889,55.00,0.00,55.00
1/4/2025,R-1569889,5.00,0.00,5.00
1/4/2025,R-1569889,3.63,0.00,3.63
1/4/2025,R-1569889,20.00,0.00,20.00
1/4/2025,R-1569889,24.78,0.00,24.78
1/4/2025,R-1569889,44.17,0.00,44.17
1/4/2025,R-1569921,9.46,0.00,9.46
1/4/2025,R-1569921,"2,337.00",0.00,"2,337.00"
1/4/2025,R-1569921,20.00,0.00,20.00
1/4/2025,R-1569921,10.73,0.00,10.73
1/4/2025,R-1569921,5.00,0.00,5.00
1/4/2025,R-1569921,75.00,0.00,75.00
1/4/2025,R-1569921,53.79,0.00,53.79
1/4/2025,R-1569921,10.15,0.00,10.15
1/4/2025,R-1569921,1.74,0.00,1.74
1/4/2025,R-1569921,3.63,0.00,3.63
1/5/2025,R-1570029,69.46,0.00,69.46
1/5/2025,R-1570029,"2,247.00",0.00,"2,247.00"
1/5/2025,R-1570029,5.00,0.00,5.00
1/5/2025,R-1570029,1.74,0.00,1.74
1/5/2025,R-1570029,3.63,0.00,3.63
1/5/2025,R-1570029,150.00,0.00,150.00
1/5/2025,R-1570029,15.10,0.00,15.10
1/5/2025,R-1570029,10.73,0.00,10.73
1/5/2025,R-1570029,13.86,0.00,13.86
1/5/2025,R-1570030,23.77,0.00,23.77
1/5/2025,R-1570030,3.63,0.00,3.63
1/5/2025,R-1570030,27.14,0.00,27.14
1/5/2025,R-1570030,1.74,0.00,1.74
1/5/2025,R-1570030,10.73,0.00,10.73
1/5/2025,R-1570030,90.00,0.00,90.00
1/5/2025,R-1570030,5.00,0.00,5.00
1/5/2025,R-1570030,"3,229.00",0.00,"3,229.00"
1/5/2025,R-1570030,75.00,0.00,75.00
1/5/2025,R-1570030,75.00,0.00,75.00
1/5/2025,R-1570030,41.32,0.00,41.32
1/5/2025,R-1570031,1.74,0.00,1.74
1/5/2025,R-1570031,10.73,0.00,10.73
1/5/2025,R-1570031,36.51,0.00,36.51
1/5/2025,R-1570031,20.00,0.00,20.00
1/5/2025,R-1570031,19.20,0.00,19.20
1/5/2025,R-1570031,21.59,0.00,21.59
1/5/2025,R-1570031,"2,556.00",0.00,"2,556.00"
1/5/2025,R-1570031,3.63,0.00,3.63
1/5/2025,R-1570031,5.00,0.00,5.00
1/5/2025,R-1570075,3.63,0.00,3.63
1/5/2025,R-1570075,5.00,0.00,5.00
1/5/2025,R-1570075,29.21,0.00,29.21
1/5/2025,R-1570075,1.74,0.00,1.74
1/5/2025,R-1570075,75.00,0.00,75.00
1/5/2025,R-1570075,37.17,0.00,37.17
1/5/2025,R-1570075,10.73,0.00,10.73
1/5/2025,R-1570075,20.00,0.00,20.00
1/5/2025,R-1570075,32.03,0.00,32.03
1/5/2025,R-1570078,3.63,0.00,3.63
1/5/2025,R-1570078,23.69,0.00,23.69
1/5/2025,R-1570078,5.00,0.00,5.00
1/5/2025,R-1570078,60.48,0.00,60.48
1/5/2025,R-1570078,48.39,0.00,48.39
1/5/2025,R-1570078,16.13,0.00,16.13
1/5/2025,R-1570078,10.73,0.00,10.73
1/5/2025,R-1570078,1.74,0.00,1.74
1/5/2025,R-1570078,12.86,0.00,12.86
1/5/2025,R-1570078,14.52,0.00,14.52
1/5/2025,R-1570078,3.87,0.00,3.87
1/5/2025,R-1570078,"1,862.90",0.00,"1,862.90"
1/5/2025,R-1570078,447.10,0.00,447.10
1/5/2025,R-1570078,13.92,0.00,13.92
1/5/2025,R-1570080,5.00,0.00,5.00
1/5/2025,R-1570080,75.00,0.00,75.00
1/5/2025,R-1570080,"3,174.00",0.00,"3,174.00"
1/5/2025,R-1570080,25.00,0.00,25.00
1/5/2025,R-1570080,43.90,0.00,43.90
1/5/2025,R-1570080,37.57,0.00,37.57
1/5/2025,R-1570080,20.00,0.00,20.00
1/5/2025,R-1570080,3.63,0.00,3.63
1/5/2025,R-1570080,1.74,0.00,1.74
1/5/2025,R-1570080,10.73,0.00,10.73
1/5/2025,R-1570080,47.38,0.00,47.38
1/5/2025,R-1570080,90.00,0.00,90.00
1/5/2025,R-1570080,26.56,0.00,26.56
1/5/2025,R-1570084,17.84,0.00,17.84
1/5/2025,R-1570084,1.74,0.00,1.74
1/5/2025,R-1570084,19.94,0.00,19.94
1/5/2025,R-1570084,20.00,0.00,20.00
1/5/2025,R-1570084,75.00,0.00,75.00
1/5/2025,R-1570084,110.00,0.00,110.00
1/5/2025,R-1570084,"2,220.00",0.00,"2,220.00"
1/5/2025,R-1570084,3.63,0.00,3.63
1/5/2025,R-1570084,5.00,0.00,5.00
1/5/2025,R-1570084,10.73,0.00,10.73
1/5/2025,R-1570084,50.76,0.00,50.76
1/5/2025,R-1570120,10.73,0.00,10.73
1/5/2025,R-1570120,1.74,0.00,1.74
1/5/2025,R-1570120,75.00,0.00,75.00
1/5/2025,R-1570120,49.16,0.00,49.16
1/5/2025,R-1570120,5.00,0.00,5.00
1/5/2025,R-1570120,7.91,0.00,7.91
1/5/2025,R-1570120,3.63,0.00,3.63
1/5/2025,R-1570120,7.44,0.00,7.44
1/5/2025,R-1570120,"2,513.00",0.00,"2,513.00"
1/5/2025,R-1570180,44.10,0.00,44.10
1/5/2025,R-1570180,25.00,0.00,25.00
1/5/2025,R-1570180,37.94,0.00,37.94
1/5/2025,R-1570180,28.08,0.00,28.08
1/5/2025,R-1570180,25.09,0.00,25.09
1/5/2025,R-1570180,10.73,0.00,10.73
1/5/2025,R-1570180,1.74,0.00,1.74
1/5/2025,R-1570180,5.00,0.00,5.00
1/5/2025,R-1570180,"2,507.00",0.00,"2,507.00"
1/5/2025,R-1570180,24.55,0.00,24.55
1/5/2025,R-1570180,3.63,0.00,3.63
1/5/2025,R-1570205,10.73,0.00,10.73
1/5/2025,R-1570205,1.74,0.00,1.74
1/5/2025,R-1570205,50.50,0.00,50.50
1/5/2025,R-1570205,39.00,0.00,39.00
1/5/2025,R-1570205,43.02,0.00,43.02
1/5/2025,R-1570205,35.00,0.00,35.00
1/5/2025,R-1570205,20.00,0.00,20.00
1/5/2025,R-1570205,3.63,0.00,3.63
1/5/2025,R-1570205,5.00,0.00,5.00
1/5/2025,R-1570210,25.00,0.00,25.00
1/5/2025,R-1570210,36.70,0.00,36.70
1/5/2025,R-1570210,3.63,0.00,3.63
1/5/2025,R-1570210,75.00,0.00,75.00
1/5/2025,R-1570210,10.73,0.00,10.73
1/5/2025,R-1570210,25.00,0.00,25.00
1/5/2025,R-1570210,35.34,0.00,35.34
1/5/2025,R-1570210,55.00,0.00,55.00
1/5/2025,R-1570210,75.00,0.00,75.00
1/5/2025,R-1570210,"2,389.00",0.00,"2,389.00"
1/5/2025,R-1570210,"2,389.00",0.00,"2,389.00"
1/5/2025,R-1570210,1.74,0.00,1.74
1/5/2025,R-1570210,1.74,0.00,1.74
1/5/2025,R-1570210,3.63,0.00,3.63
1/5/2025,R-1570210,10.73,0.00,10.73
1/5/2025,R-1570210,20.00,0.00,20.00
1/5/2025,R-1570210,25.00,0.00,25.00
1/5/2025,R-1570210,41.18,0.00,41.18
1/5/2025,R-1570210,53.96,0.00,53.96
1/5/2025,R-1570210,5.00,0.00,5.00
1/5/2025,R-1570210,5.00,0.00,5.00
1/5/2025,R-1570210,55.00,0.00,55.00
1/5/2025,R-1570210,48.09,0.00,48.09
1/5/2025,R-1570210,42.83,0.00,42.83
1/5/2025,R-1570210,20.00,0.00,20.00
1/5/2025,R-1570212,5.00,0.00,5.00
1/5/2025,R-1570212,10.73,0.00,10.73
1/5/2025,R-1570212,"2,004.00",0.00,"2,004.00"
1/5/2025,R-1570212,3.63,0.00,3.63
1/5/2025,R-1570212,5.31,0.00,5.31
1/5/2025,R-1570212,75.00,0.00,75.00
1/5/2025,R-1570212,33.30,0.00,33.30
1/5/2025,R-1570212,5.11,0.00,5.11
1/5/2025,R-1570212,100.00,0.00,100.00
1/5/2025,R-1570212,35.00,0.00,35.00
1/5/2025,R-1570212,1.74,0.00,1.74
1/6/2025,R-1570239,85.00,0.00,85.00
1/6/2025,R-1570239,20.00,0.00,20.00
1/6/2025,R-1570239,2.00,0.00,2.00
1/6/2025,R-1570239,"1,000.00",0.00,"1,000.00"
1/6/2025,R-1570239,143.00,0.00,143.00
1/6/2025,R-1570239,55.00,0.00,55.00
1/6/2025,R-1570239,75.00,0.00,75.00
1/6/2025,R-1570239,1.00,0.00,1.00
1/6/2025,R-1570239,1.00,0.00,1.00
1/6/2025,R-1570239,40.00,0.00,40.00
1/6/2025,R-1570239,1.00,0.00,1.00
1/6/2025,R-1570239,500.00,0.00,500.00
1/6/2025,R-1570239,"4,429.00",0.00,"4,429.00"
1/6/2025,R-1570239,2.00,0.00,2.00
1/6/2025,R-1570240,"3,424.00",0.00,"3,424.00"
1/6/2025,R-1570240,485.14,0.00,485.14
1/6/2025,R-1570241,12.22,0.00,12.22
1/6/2025,R-1570241,3.63,0.00,3.63
1/6/2025,R-1570241,13.22,0.00,13.22
1/6/2025,R-1570241,89.41,0.00,89.41
1/6/2025,R-1570241,20.00,0.00,20.00
1/6/2025,R-1570241,1.74,0.00,1.74
1/6/2025,R-1570241,5.00,0.00,5.00
1/6/2025,R-1570241,10.73,0.00,10.73
1/6/2025,R-1570241,"1,981.00",0.00,"1,981.00"
1/6/2025,R-1570242,13.69,0.00,13.69
1/6/2025,R-1570242,45.24,0.00,45.24
1/6/2025,R-1570242,10.73,0.00,10.73
1/6/2025,R-1570242,"2,902.00",0.00,"2,902.00"
1/6/2025,R-1570242,1.74,0.00,1.74
1/6/2025,R-1570242,12.65,0.00,12.65
1/6/2025,R-1570242,75.00,0.00,75.00
1/6/2025,R-1570242,3.63,0.00,3.63
1/6/2025,R-1570242,5.00,0.00,5.00
1/6/2025,R-1570243,"1,924.00",0.00,"1,924.00"
1/6/2025,R-1570243,75.00,0.00,75.00
1/6/2025,R-1570243,19.00,0.00,19.00
1/6/2025,R-1570243,85.00,0.00,85.00
1/6/2025,R-1570243,329.00,0.00,329.00
1/6/2025,R-1570244,"3,150.00",0.00,"3,150.00"
1/6/2025,R-1570244,43.10,0.00,43.10
1/6/2025,R-1570244,21.24,0.00,21.24
1/6/2025,R-1570244,5.00,0.00,5.00
1/6/2025,R-1570244,40.00,0.00,40.00
1/6/2025,R-1570244,18.91,0.00,18.91
1/6/2025,R-1570244,10.73,0.00,10.73
1/6/2025,R-1570244,1.74,0.00,1.74
1/6/2025,R-1570244,3.63,0.00,3.63
1/6/2025,R-1570244,75.00,0.00,75.00
1/6/2025,R-1570245,9.99,0.00,9.99
1/6/2025,R-1570245,5.00,0.00,5.00
1/6/2025,R-1570245,10.74,0.00,10.74
1/6/2025,R-1570245,20.00,0.00,20.00
1/6/2025,R-1570245,100.00,0.00,100.00
1/6/2025,R-1570245,75.00,0.00,75.00
1/6/2025,R-1570245,1.74,0.00,1.74
1/6/2025,R-1570245,32.77,0.00,32.77
1/6/2025,R-1570245,"3,405.00",0.00,"3,405.00"
1/6/2025,R-1570245,10.73,0.00,10.73
1/6/2025,R-1570245,3.63,0.00,3.63
1/6/2025,R-1570246,"3,044.73",0.00,"3,044.73"
1/6/2025,R-1570246,20.00,0.00,20.00
1/6/2025,R-1570246,148.27,0.00,148.27
1/6/2025,R-1570246,75.00,0.00,75.00
1/6/2025,R-1570247,5.00,0.00,5.00
1/6/2025,R-1570247,3.63,0.00,3.63
1/6/2025,R-1570247,15.93,0.00,15.93
1/6/2025,R-1570247,26.18,0.00,26.18
1/6/2025,R-1570247,"2,082.00",0.00,"2,082.00"
1/6/2025,R-1570247,10.73,0.00,10.73
1/6/2025,R-1570247,78.61,0.00,78.61
1/6/2025,R-1570247,1.74,0.00,1.74
1/6/2025,R-1570247,14.54,0.00,14.54
1/6/2025,R-1570247,28.64,0.00,28.64
1/6/2025,R-1570248,1.74,0.00,1.74
1/6/2025,R-1570248,31.15,0.00,31.15
1/6/2025,R-1570248,59.84,0.00,59.84
1/6/2025,R-1570248,75.00,0.00,75.00
1/6/2025,R-1570248,40.00,0.00,40.00
1/6/2025,R-1570248,5.00,0.00,5.00
1/6/2025,R-1570248,25.09,0.00,25.09
1/6/2025,R-1570248,27.08,0.00,27.08
1/6/2025,R-1570248,3.63,0.00,3.63
1/6/2025,R-1570248,20.00,0.00,20.00
1/6/2025,R-1570248,10.73,0.00,10.73
1/6/2025,R-1570248,"2,349.00",0.00,"2,349.00"
1/6/2025,R-1570248,25.00,0.00,25.00
1/6/2025,R-1570249,21.91,0.00,21.91
1/6/2025,R-1570249,3.51,0.00,3.51
1/6/2025,R-1570249,3.54,0.00,3.54
1/6/2025,R-1570249,10.73,0.00,10.73
1/6/2025,R-1570249,5.00,0.00,5.00
1/6/2025,R-1570249,1.74,0.00,1.74
1/6/2025,R-1570249,20.00,0.00,20.00
1/6/2025,R-1570249,75.00,0.00,75.00
1/6/2025,R-1570249,3.63,0.00,3.63
1/6/2025,R-1570249,"2,327.00",0.00,"2,327.00"
1/6/2025,R-1570250,5.00,0.00,5.00
1/6/2025,R-1570250,34.37,0.00,34.37
1/6/2025,R-1570250,75.00,0.00,75.00
1/6/2025,R-1570250,20.00,0.00,20.00
1/6/2025,R-1570250,66.97,0.00,66.97
1/6/2025,R-1570250,55.00,0.00,55.00
1/6/2025,R-1570250,3.63,0.00,3.63
1/6/2025,R-1570250,1.74,0.00,1.74
1/6/2025,R-1570250,"2,311.00",0.00,"2,311.00"
1/6/2025,R-1570250,10.73,0.00,10.73
1/6/2025,R-1570250,40.00,0.00,40.00
1/6/2025,R-1570251,20.27,0.00,20.27
1/6/2025,R-1570251,90.00,0.00,90.00
1/6/2025,R-1570251,47.20,0.00,47.20
1/6/2025,R-1570251,3.63,0.00,3.63
1/6/2025,R-1570251,22.89,0.00,22.89
1/6/2025,R-1570251,75.00,0.00,75.00
1/6/2025,R-1570251,5.00,0.00,5.00
1/6/2025,R-1570251,1.74,0.00,1.74
1/6/2025,R-1570251,"2,268.00",0.00,"2,268.00"
1/6/2025,R-1570251,10.73,0.00,10.73
1/6/2025,R-1570252,75.00,0.00,75.00
1/6/2025,R-1570252,3.63,0.00,3.63
1/6/2025,R-1570252,24.78,0.00,24.78
1/6/2025,R-1570252,21.83,0.00,21.83
1/6/2025,R-1570252,1.74,0.00,1.74
1/6/2025,R-1570252,20.00,0.00,20.00
1/6/2025,R-1570252,10.73,0.00,10.73
1/6/2025,R-1570252,5.00,0.00,5.00
1/6/2025,R-1570252,"3,282.00",0.00,"3,282.00"
1/6/2025,R-1570252,55.39,0.00,55.39
1/6/2025,R-1570253,21.24,0.00,21.24
1/6/2025,R-1570253,100.00,0.00,100.00
1/6/2025,R-1570253,100.00,0.00,100.00
1/6/2025,R-1570253,"3,197.00",0.00,"3,197.00"
1/6/2025,R-1570253,5.00,0.00,5.00
1/6/2025,R-1570253,3.63,0.00,3.63
1/6/2025,R-1570253,75.00,0.00,75.00
1/6/2025,R-1570253,38.29,0.00,38.29
1/6/2025,R-1570253,1.74,0.00,1.74
1/6/2025,R-1570253,10.73,0.00,10.73
1/6/2025,R-1570253,24.07,0.00,24.07
1/6/2025,R-1570254,16.29,0.00,16.29
1/6/2025,R-1570254,75.00,0.00,75.00
1/6/2025,R-1570254,"2,050.00",0.00,"2,050.00"
1/6/2025,R-1570254,5.00,0.00,5.00
1/6/2025,R-1570254,10.73,0.00,10.73
1/6/2025,R-1570254,3.63,0.00,3.63
1/6/2025,R-1570254,40.07,0.00,40.07
1/6/2025,R-1570254,18.05,0.00,18.05
1/6/2025,R-1570254,1.74,0.00,1.74
1/6/2025,R-1570255,"2,398.00",0.00,"2,398.00"
1/6/2025,R-1570255,75.00,0.00,75.00
1/6/2025,R-1570279,58.06,0.00,58.06
1/6/2025,R-1570279,130.00,0.00,130.00
1/6/2025,R-1570279,10.73,0.00,10.73
1/6/2025,R-1570279,1.74,0.00,1.74
1/6/2025,R-1570279,40.00,0.00,40.00
1/6/2025,R-1570279,20.41,0.00,20.41
1/6/2025,R-1570279,"3,162.00",0.00,"3,162.00"
1/6/2025,R-1570279,18.23,0.00,18.23
1/6/2025,R-1570279,250.00,0.00,250.00
1/6/2025,R-1570279,40.00,0.00,40.00
1/6/2025,R-1570279,5.00,0.00,5.00
1/6/2025,R-1570279,3.63,0.00,3.63
1/6/2025,R-1570345,53.25,0.00,53.25
1/6/2025,R-1570345,1.74,0.00,1.74
1/6/2025,R-1570345,3.63,0.00,3.63
1/6/2025,R-1570345,5.00,0.00,5.00
1/6/2025,R-1570345,20.77,0.00,20.77
1/6/2025,R-1570345,"2,522.00",0.00,"2,522.00"
1/6/2025,R-1570345,18.52,0.00,18.52
1/6/2025,R-1570345,40.00,0.00,40.00
1/6/2025,R-1570345,10.73,0.00,10.73
1/6/2025,R-1570354,85.00,0.00,85.00
1/6/2025,R-1570354,3.73,0.00,3.73
1/6/2025,R-1570354,7.70,0.00,7.70
1/6/2025,R-1570354,15.12,0.00,15.12
1/6/2025,R-1570354,19.35,0.00,19.35
1/6/2025,R-1570354,612.00,0.00,612.00
1/6/2025,R-1570354,46.10,0.00,46.10
1/6/2025,R-1570355,"2,363.00",0.00,"2,363.00"
1/6/2025,R-1570355,5.00,0.00,5.00
1/6/2025,R-1570355,1.74,0.00,1.74
1/6/2025,R-1570355,3.63,0.00,3.63
1/6/2025,R-1570355,75.00,0.00,75.00
1/6/2025,R-1570355,33.00,0.00,33.00
1/6/2025,R-1570355,10.73,0.00,10.73
1/6/2025,R-1570355,58.42,0.00,58.42
1/6/2025,R-1570355,38.35,0.00,38.35
1/6/2025,R-1570356,90.00,0.00,90.00
1/6/2025,R-1570356,20.00,0.00,20.00
1/6/2025,R-1570356,46.36,0.00,46.36
1/6/2025,R-1570357,16.77,0.00,16.77
1/6/2025,R-1570357,5.00,0.00,5.00
1/6/2025,R-1570357,10.73,0.00,10.73
1/6/2025,R-1570357,75.00,0.00,75.00
1/6/2025,R-1570357,18.64,0.00,18.64
1/6/2025,R-1570357,100.00,0.00,100.00
1/6/2025,R-1570357,"2,604.00",0.00,"2,604.00"
1/6/2025,R-1570357,34.91,0.00,34.91
1/6/2025,R-1570357,3.63,0.00,3.63
1/6/2025,R-1570357,1.74,0.00,1.74
1/6/2025,R-1570358,"2,501.00",0.00,"2,501.00"
1/6/2025,R-1570358,20.00,0.00,20.00
1/6/2025,R-1570358,1.74,0.00,1.74
1/6/2025,R-1570358,3.63,0.00,3.63
1/6/2025,R-1570358,75.00,0.00,75.00
1/6/2025,R-1570358,250.00,0.00,250.00
1/6/2025,R-1570358,10.73,0.00,10.73
1/6/2025,R-1570358,34.37,0.00,34.37
1/6/2025,R-1570358,48.38,0.00,48.38
1/6/2025,R-1570358,5.00,0.00,5.00
1/6/2025,R-1570358,41.27,0.00,41.27
1/6/2025,R-1570369,15.81,0.00,15.81
1/6/2025,R-1570369,100.00,0.00,100.00
1/6/2025,R-1570369,14.44,0.00,14.44
1/6/2025,R-1570369,20.00,0.00,20.00
1/6/2025,R-1570369,40.43,0.00,40.43
1/6/2025,R-1570369,10.73,0.00,10.73
1/6/2025,R-1570369,"3,337.00",0.00,"3,337.00"
1/6/2025,R-1570369,1.74,0.00,1.74
1/6/2025,R-1570369,40.00,0.00,40.00
1/6/2025,R-1570369,75.00,0.00,75.00
1/6/2025,R-1570369,3.63,0.00,3.63
1/6/2025,R-1570369,5.00,0.00,5.00
1/6/2025,R-1570372,10.73,0.00,10.73
1/6/2025,R-1570372,4.15,0.00,4.15
1/6/2025,R-1570372,55.00,0.00,55.00
1/6/2025,R-1570372,5.00,0.00,5.00
1/6/2025,R-1570372,24.22,0.00,24.22
1/6/2025,R-1570372,1.74,0.00,1.74
1/6/2025,R-1570372,4.25,0.00,4.25
1/6/2025,R-1570372,75.00,0.00,75.00
1/6/2025,R-1570372,90.00,0.00,90.00
1/6/2025,R-1570372,"3,132.00",0.00,"3,132.00"
1/6/2025,R-1570372,20.00,0.00,20.00
1/6/2025,R-1570372,3.63,0.00,3.63
1/6/2025,R-1570442,16.17,0.00,16.17
1/6/2025,R-1570442,5.00,0.00,5.00
1/6/2025,R-1570442,10.73,0.00,10.73
1/6/2025,R-1570442,1.74,0.00,1.74
1/6/2025,R-1570442,3.63,0.00,3.63
1/6/2025,R-1570442,3.39,0.00,3.39
1/6/2025,R-1570442,48.44,0.00,48.44
1/6/2025,R-1570442,"2,498.00",0.00,"2,498.00"
1/6/2025,R-1570442,12.90,0.00,12.90
1/6/2025,R-1570478,513.65,0.00,513.65
1/6/2025,J-423675,0.00,"100,000.00","-100,000.00"
1/7/2025,R-1570509,3.63,0.00,3.63
