Date,Control,Debit,Credit,Net
1/1/2025,R-1567934,52.36,0.00,52.36
1/1/2025,R-1567934,75.00,0.00,75.00
1/1/2025,R-1567934,20.00,0.00,20.00
1/1/2025,R-1567934,14.04,0.00,14.04
1/1/2025,R-1567934,12.97,0.00,12.97
1/1/2025,R-1567934,10.73,0.00,10.73
1/1/2025,R-1567934,5.00,0.00,5.00
1/1/2025,R-1567934,3.63,0.00,3.63
1/1/2025,R-1567934,1.74,0.00,1.74
1/1/2025,R-1567949,30.63,0.00,30.63
1/1/2025,R-1567949,10.74,0.00,10.74
1/1/2025,R-1567949,3.63,0.00,3.63
1/1/2025,R-1567949,"2,142.00",0.00,"2,142.00"
1/1/2025,R-1567949,11.56,0.00,11.56
1/1/2025,R-1567949,5.00,0.00,5.00
1/1/2025,R-1567949,10.73,0.00,10.73
1/1/2025,R-1567949,75.00,0.00,75.00
1/1/2025,R-1567949,1.74,0.00,1.74
1/1/2025,R-1567951,"2,547.00",0.00,"2,547.00"
1/1/2025,R-1567951,16.19,0.00,16.19
1/1/2025,R-1567951,48.80,0.00,48.80
1/1/2025,R-1567951,1.74,0.00,1.74
1/1/2025,R-1567951,17.94,0.00,17.94
1/1/2025,R-1567951,10.73,0.00,10.73
1/1/2025,R-1567951,5.00,0.00,5.00
1/1/2025,R-1567951,3.63,0.00,3.63
1/1/2025,R-1567955,524.26,0.00,524.26
1/1/2025,R-1567962,3.63,0.00,3.63
1/1/2025,R-1567962,5.00,0.00,5.00
1/1/2025,R-1567962,11.33,0.00,11.33
1/1/2025,R-1567962,1.74,0.00,1.74
1/1/2025,R-1567962,10.52,0.00,10.52
1/1/2025,R-1567962,10.73,0.00,10.73
1/1/2025,R-1567962,32.95,0.00,32.95
1/1/2025,R-1567962,"2,962.00",0.00,"2,962.00"
1/1/2025,R-1567996,"4,054.00",0.00,"4,054.00"
1/1/2025,R-1567996,20.00,0.00,20.00
1/1/2025,R-1567996,75.00,0.00,75.00
1/1/2025,R-1567996,40.00,0.00,40.00
1/1/2025,R-1568029,1.74,0.00,1.74
1/1/2025,R-1568029,20.00,0.00,20.00
1/1/2025,R-1568029,5.00,0.00,5.00
1/1/2025,R-1568029,10.73,0.00,10.73
1/1/2025,R-1568029,75.00,0.00,75.00
1/1/2025,R-1568029,3.63,0.00,3.63
1/1/2025,R-1568029,11.80,0.00,11.80
1/1/2025,R-1568029,"3,142.00",0.00,"3,142.00"
1/1/2025,R-1568029,31.70,0.00,31.70
1/1/2025,R-1568029,12.74,0.00,12.74
1/1/2025,R-1568029,35.00,0.00,35.00
1/1/2025,R-1568066,3.63,0.00,3.63
1/1/2025,R-1568066,75.00,0.00,75.00
1/1/2025,R-1568066,43.99,0.00,43.99
1/1/2025,R-1568066,5.00,0.00,5.00
1/1/2025,R-1568066,1.74,0.00,1.74
1/1/2025,R-1568066,16.38,0.00,16.38
1/1/2025,R-1568066,10.73,0.00,10.73
1/1/2025,R-1568066,18.17,0.00,18.17
1/1/2025,R-1568066,"3,738.00",0.00,"3,738.00"
1/1/2025,R-1568096,"2,430.00",0.00,"2,430.00"
1/1/2025,R-1568096,75.00,0.00,75.00
1/1/2025,R-1568102,3.63,0.00,3.63
1/1/2025,R-1568102,"2,351.00",0.00,"2,351.00"
1/1/2025,R-1568102,14.43,0.00,14.43
1/1/2025,R-1568102,3.59,0.00,3.59
1/1/2025,R-1568102,5.00,0.00,5.00
1/1/2025,R-1568102,3.62,0.00,3.62
1/1/2025,R-1568102,10.73,0.00,10.73
1/1/2025,R-1568102,1.74,0.00,1.74
1/1/2025,R-1568102,20.00,0.00,20.00
1/1/2025,R-1568111,14.73,0.00,14.73
1/1/2025,R-1568111,118.44,0.00,118.44
1/1/2025,R-1568111,1.74,0.00,1.74
1/1/2025,R-1568111,3.63,0.00,3.63
1/1/2025,R-1568111,5.00,0.00,5.00
1/1/2025,R-1568111,10.73,0.00,10.73
1/1/2025,R-1568111,110.00,0.00,110.00
1/1/2025,R-1568111,"3,353.00",0.00,"3,353.00"
1/1/2025,R-1568111,75.00,0.00,75.00
1/1/2025,R-1568111,16.17,0.00,16.17
1/1/2025,R-1568217,10.73,0.00,10.73
1/1/2025,R-1568217,48.62,0.00,48.62
1/1/2025,R-1568217,75.00,0.00,75.00
1/1/2025,R-1568217,1.74,0.00,1.74
1/1/2025,R-1568217,40.00,0.00,40.00
1/1/2025,R-1568217,"2,467.00",0.00,"2,467.00"
1/1/2025,R-1568217,22.02,0.00,22.02
1/1/2025,R-1568217,5.00,0.00,5.00
1/1/2025,R-1568217,3.63,0.00,3.63
1/1/2025,R-1568217,25.02,0.00,25.02
1/1/2025,R-1568217,20.00,0.00,20.00
1/1/2025,R-1568227,125.56,0.00,125.56
1/1/2025,R-1568227,19.20,0.00,19.20
1/1/2025,R-1568227,"2,768.00",0.00,"2,768.00"
1/1/2025,R-1568227,21.59,0.00,21.59
1/1/2025,R-1568227,10.73,0.00,10.73
1/1/2025,R-1568227,5.00,0.00,5.00
1/1/2025,R-1568227,75.00,0.00,75.00
1/1/2025,R-1568227,3.63,0.00,3.63
1/1/2025,R-1568227,1.74,0.00,1.74
1/1/2025,R-1568236,59.13,0.00,59.13
1/1/2025,R-1568236,10.73,0.00,10.73
1/1/2025,R-1568236,25.33,0.00,25.33
1/1/2025,R-1568236,55.00,0.00,55.00
1/1/2025,R-1568236,"3,212.00",0.00,"3,212.00"
1/1/2025,R-1568236,75.00,0.00,75.00
1/1/2025,R-1568236,29.03,0.00,29.03
1/1/2025,R-1568236,1.74,0.00,1.74
1/1/2025,R-1568236,20.00,0.00,20.00
1/1/2025,R-1568236,5.00,0.00,5.00
1/1/2025,R-1568236,3.63,0.00,3.63
1/1/2025,R-1568249,26.98,0.00,26.98
1/1/2025,R-1568249,10.73,0.00,10.73
1/1/2025,R-1568249,47.55,0.00,47.55
1/1/2025,R-1568249,1.74,0.00,1.74
1/1/2025,R-1568249,"3,225.00",0.00,"3,225.00"
1/1/2025,R-1568249,75.00,0.00,75.00
1/1/2025,R-1568249,20.00,0.00,20.00
1/1/2025,R-1568249,31.03,0.00,31.03
1/1/2025,R-1568249,5.00,0.00,5.00
1/1/2025,R-1568249,3.63,0.00,3.63
1/1/2025,R-1568281,7.26,0.00,7.26
1/1/2025,R-1568281,67.74,0.00,67.74
1/1/2025,R-1568281,35.44,0.00,35.44
1/1/2025,R-1568281,7.26,0.00,7.26
1/1/2025,R-1568281,3.63,0.00,3.63
1/1/2025,R-1568281,51.83,0.00,51.83
1/1/2025,R-1568281,67.74,0.00,67.74
1/1/2025,R-1568281,212.81,0.00,212.81
1/1/2025,R-1568281,41.30,0.00,41.30
1/1/2025,R-1568281,5.00,0.00,5.00
1/1/2025,R-1568281,1.94,0.00,1.94
1/1/2025,R-1568281,1.74,0.00,1.74
1/1/2025,R-1568281,10.73,0.00,10.73
1/1/2025,R-1568281,"1,928.39",0.00,"1,928.39"
1/1/2025,R-1568296,75.00,0.00,75.00
1/1/2025,R-1568296,16.40,0.00,16.40
1/1/2025,R-1568296,10.73,0.00,10.73
1/1/2025,R-1568296,3.63,0.00,3.63
1/1/2025,R-1568296,1.74,0.00,1.74
1/1/2025,R-1568296,29.39,0.00,29.39
1/1/2025,R-1568296,"2,612.00",0.00,"2,612.00"
1/1/2025,R-1568296,14.93,0.00,14.93
1/1/2025,R-1568296,5.00,0.00,5.00
1/1/2025,R-1568330,8.82,0.00,8.82
1/1/2025,R-1568330,5.00,0.00,5.00
1/1/2025,R-1568330,10.73,0.00,10.73
1/1/2025,R-1568330,1.74,0.00,1.74
1/1/2025,R-1568330,9.44,0.00,9.44
1/1/2025,R-1568330,38.11,0.00,38.11
1/1/2025,R-1568330,"2,815.00",0.00,"2,815.00"
1/1/2025,R-1568330,75.00,0.00,75.00
1/1/2025,R-1568330,3.63,0.00,3.63
1/1/2025,R-1568397,"1,800.00",0.00,"1,800.00"
1/1/2025,R-1568402,820.16,0.00,820.16
1/1/2025,R-1568403,10.73,0.00,10.73
1/1/2025,R-1568403,670.84,0.00,670.84
1/1/2025,R-1568403,18.53,0.00,18.53
1/1/2025,R-1568403,25.00,0.00,25.00
1/1/2025,R-1568403,3.63,0.00,3.63
1/1/2025,R-1568403,1.74,0.00,1.74
1/1/2025,R-1568403,25.00,0.00,25.00
1/1/2025,R-1568403,25.09,0.00,25.09
1/1/2025,R-1568403,29.39,0.00,29.39
1/1/2025,R-1568403,5.00,0.00,5.00
1/1/2025,R-1568403,75.00,0.00,75.00
1/1/2025,R-1568403,20.00,0.00,20.00
1/1/2025,R-1568403,55.00,0.00,55.00
1/1/2025,R-1568403,16.68,0.00,16.68
1/1/2025,R-1568403,18.37,0.00,18.37
1/1/2025,R-1568406,1.74,0.00,1.74
1/1/2025,R-1568406,10.73,0.00,10.73
1/1/2025,R-1568406,20.00,0.00,20.00
1/1/2025,R-1568406,23.01,0.00,23.01
1/1/2025,R-1568406,20.37,0.00,20.37
1/1/2025,R-1568406,"2,549.00",0.00,"2,549.00"
1/1/2025,R-1568406,3.63,0.00,3.63
1/1/2025,R-1568406,5.00,0.00,5.00
1/1/2025,R-1568406,17.10,0.00,17.10
1/1/2025,R-1568452,49.80,0.00,49.80
1/1/2025,R-1568452,25.00,0.00,25.00
1/1/2025,R-1568452,10.73,0.00,10.73
1/1/2025,R-1568452,5.00,0.00,5.00
1/1/2025,R-1568452,57.17,0.00,57.17
1/1/2025,R-1568452,42.43,0.00,42.43
1/1/2025,R-1568452,40.00,0.00,40.00
1/1/2025,R-1568452,12.82,0.00,12.82
1/1/2025,R-1568452,1.74,0.00,1.74
1/1/2025,R-1568452,3.63,0.00,3.63
1/1/2025,R-1568452,20.00,0.00,20.00
1/1/2025,R-1568452,"3,429.00",0.00,"3,429.00"
1/1/2025,R-1568457,"2,391.00",0.00,"2,391.00"
1/1/2025,R-1568457,35.00,0.00,35.00
1/1/2025,R-1568457,16.74,0.00,16.74
1/1/2025,R-1568457,75.00,0.00,75.00
1/1/2025,R-1568457,30.09,0.00,30.09
1/1/2025,R-1568457,26.20,0.00,26.20
1/1/2025,R-1568457,25.00,0.00,25.00
1/1/2025,R-1568457,10.73,0.00,10.73
1/1/2025,R-1568457,1.74,0.00,1.74
1/1/2025,R-1568457,5.00,0.00,5.00
1/1/2025,R-1568457,5.00,0.00,5.00
1/1/2025,R-1568457,20.00,0.00,20.00
1/1/2025,R-1568457,24.02,0.00,24.02
1/1/2025,R-1568457,3.63,0.00,3.63
1/1/2025,R-1568468,6.14,0.00,6.14
1/1/2025,R-1568468,10.73,0.00,10.73
1/1/2025,R-1568468,17.81,0.00,17.81
1/1/2025,R-1568468,"2,523.00",0.00,"2,523.00"
1/1/2025,R-1568468,75.00,0.00,75.00
1/1/2025,R-1568468,1.74,0.00,1.74
1/1/2025,R-1568468,3.63,0.00,3.63
1/1/2025,R-1568468,5.00,0.00,5.00
1/1/2025,R-1568468,5.85,0.00,5.85
1/1/2025,R-1568515,8.29,0.00,8.29
1/1/2025,R-1568515,10.73,0.00,10.73
1/1/2025,R-1568515,5.00,0.00,5.00
1/1/2025,R-1568515,41.14,0.00,41.14
1/1/2025,R-1568515,"3,313.00",0.00,"3,313.00"
1/1/2025,R-1568515,75.00,0.00,75.00
1/1/2025,R-1568515,20.00,0.00,20.00
1/1/2025,R-1568515,1.74,0.00,1.74
1/1/2025,R-1568515,8.85,0.00,8.85
1/1/2025,R-1568515,3.63,0.00,3.63
1/1/2025,R-1568545,22.96,0.00,22.96
1/1/2025,R-1568545,17.94,0.00,17.94
1/1/2025,R-1568545,3.63,0.00,3.63
1/1/2025,R-1568545,16.19,0.00,16.19
1/1/2025,R-1568545,75.00,0.00,75.00
1/1/2025,R-1568545,5.00,0.00,5.00
1/1/2025,R-1568545,1.74,0.00,1.74
1/1/2025,R-1568545,25.00,0.00,25.00
1/1/2025,R-1568545,20.00,0.00,20.00
1/1/2025,R-1568545,"2,634.00",0.00,"2,634.00"
1/1/2025,R-1568545,10.73,0.00,10.73
1/1/2025,R-1568545,27.61,0.00,27.61
1/2/2025,R-1568581,10.00,0.00,10.00
1/2/2025,R-1568581,2.24,0.00,2.24
1/2/2025,R-1568581,2.86,0.00,2.86
1/2/2025,R-1568581,0.46,0.00,0.46
1/2/2025,R-1568581,0.97,0.00,0.97
1/2/2025,R-1568581,2.35,0.00,2.35
1/2/2025,R-1568581,6.41,0.00,6.41
1/2/2025,R-1568581,20.00,0.00,20.00
1/2/2025,R-1568581,5.00,0.00,5.00
1/2/2025,R-1568581,"2,285.00",0.00,"2,285.00"
1/2/2025,R-1568609,"2,110.00",0.00,"2,110.00"
1/2/2025,R-1568609,5.00,0.00,5.00
1/2/2025,R-1568609,9.79,0.00,9.79
1/2/2025,R-1568609,9.14,0.00,9.14
1/2/2025,R-1568609,75.00,0.00,75.00
1/2/2025,R-1568609,10.73,0.00,10.73
1/2/2025,R-1568609,20.00,0.00,20.00
1/2/2025,R-1568609,1.74,0.00,1.74
1/2/2025,R-1568609,20.30,0.00,20.30
1/2/2025,R-1568609,3.63,0.00,3.63
1/2/2025,R-1568610,31.70,0.00,31.70
1/2/2025,R-1568610,25.00,0.00,25.00
1/2/2025,R-1568610,10.97,0.00,10.97
1/2/2025,R-1568610,"4,103.00",0.00,"4,103.00"
1/2/2025,R-1568610,10.20,0.00,10.20
1/2/2025,R-1568610,5.00,0.00,5.00
1/2/2025,R-1568610,10.73,0.00,10.73
1/2/2025,R-1568610,3.63,0.00,3.63
1/2/2025,R-1568610,28.28,0.00,28.28
1/2/2025,R-1568610,75.00,0.00,75.00
1/2/2025,R-1568610,1.74,0.00,1.74
1/2/2025,R-1568611,"2,605.94",0.00,"2,605.94"
1/2/2025,R-1568611,10.73,0.00,10.73
1/2/2025,R-1568611,20.48,0.00,20.48
1/2/2025,R-1568611,1.74,0.00,1.74
1/2/2025,R-1568611,58.06,0.00,58.06
1/2/2025,R-1568611,737.94,0.00,737.94
1/2/2025,R-1568611,5.00,0.00,5.00
1/2/2025,R-1568611,1.30,0.00,1.30
1/2/2025,R-1568611,3.63,0.00,3.63
1/2/2025,R-1568611,1.47,0.00,1.47
1/2/2025,R-1568611,16.94,0.00,16.94
1/2/2025,R-1568611,15.48,0.00,15.48
1/2/2025,R-1568612,10.73,0.00,10.73
1/2/2025,R-1568612,5.00,0.00,5.00
1/2/2025,R-1568612,64.12,0.00,64.12
1/2/2025,R-1568612,15.22,0.00,15.22
1/2/2025,R-1568612,3.63,0.00,3.63
1/2/2025,R-1568612,1.74,0.00,1.74
1/2/2025,R-1568612,"3,855.00",0.00,"3,855.00"
1/2/2025,R-1568612,100.00,0.00,100.00
1/2/2025,R-1568612,75.00,0.00,75.00
1/2/2025,R-1568612,55.00,0.00,55.00
1/2/2025,R-1568612,13.95,0.00,13.95
1/2/2025,R-1568613,46.48,0.00,46.48
1/2/2025,R-1568613,10.73,0.00,10.73
1/2/2025,R-1568613,1.74,0.00,1.74
1/2/2025,R-1568613,7.44,0.00,7.44
1/2/2025,R-1568613,75.00,0.00,75.00
1/2/2025,R-1568613,"2,616.00",0.00,"2,616.00"
1/2/2025,R-1568613,20.00,0.00,20.00
1/2/2025,R-1568613,5.00,0.00,5.00
1/2/2025,R-1568613,3.63,0.00,3.63
1/2/2025,R-1568613,7.91,0.00,7.91
1/2/2025,R-1568614,10.73,0.00,10.73
1/2/2025,R-1568614,6.02,0.00,6.02
1/2/2025,R-1568614,3.63,0.00,3.63
1/2/2025,R-1568614,1.74,0.00,1.74
1/2/2025,R-1568614,75.00,0.00,75.00
1/2/2025,R-1568614,40.00,0.00,40.00
1/2/2025,R-1568614,20.00,0.00,20.00
1/2/2025,R-1568614,"2,624.00",0.00,"2,624.00"
1/2/2025,R-1568614,5.74,0.00,5.74
1/2/2025,R-1568614,5.00,0.00,5.00
1/2/2025,R-1568614,28.50,0.00,28.50
1/2/2025,R-1568614,55.00,0.00,55.00
1/2/2025,R-1568615,20.00,0.00,20.00
1/2/2025,R-1568615,1.74,0.00,1.74
1/2/2025,R-1568615,15.34,0.00,15.34
1/2/2025,R-1568615,14.05,0.00,14.05
1/2/2025,R-1568615,75.00,0.00,75.00
1/2/2025,R-1568615,32.77,0.00,32.77
1/2/2025,R-1568615,"4,426.00",0.00,"4,426.00"
1/2/2025,R-1568615,3.63,0.00,3.63
1/2/2025,R-1568615,0.74,0.00,0.74
1/2/2025,R-1568615,10.73,0.00,10.73
1/2/2025,R-1568661,"2,571.14",0.00,"2,571.14"
1/2/2025,R-1568667,10.73,0.00,10.73
1/2/2025,R-1568667,25.81,0.00,25.81
1/2/2025,R-1568667,74.98,0.00,74.98
1/2/2025,R-1568667,1.74,0.00,1.74
1/2/2025,R-1568667,3.63,0.00,3.63
1/2/2025,R-1568667,29.62,0.00,29.62
1/2/2025,R-1568678,40.00,0.00,40.00
1/2/2025,R-1568678,20.00,0.00,20.00
1/2/2025,R-1568678,"1,609.00",0.00,"1,609.00"
1/2/2025,R-1568684,"1,607.17",0.00,"1,607.17"
1/2/2025,R-1568689,10.73,0.00,10.73
1/2/2025,R-1568689,5.00,0.00,5.00
1/2/2025,R-1568689,20.00,0.00,20.00
1/2/2025,R-1568689,3.63,0.00,3.63
1/2/2025,R-1568689,15.10,0.00,15.10
1/2/2025,R-1568689,20.00,0.00,20.00
1/2/2025,R-1568689,"2,888.00",0.00,"2,888.00"
1/2/2025,R-1568689,49.69,0.00,49.69
1/2/2025,R-1568689,13.86,0.00,13.86
1/2/2025,R-1568689,5.00,0.00,5.00
1/2/2025,R-1568689,1.74,0.00,1.74
1/2/2025,R-1568690,1.74,0.00,1.74
1/2/2025,R-1568690,10.73,0.00,10.73
1/2/2025,R-1568690,5.00,0.00,5.00
1/2/2025,R-1568690,75.00,0.00,75.00
1/2/2025,R-1568690,42.03,0.00,42.03
1/2/2025,R-1568690,29.74,0.00,29.74
1/2/2025,R-1568690,20.00,0.00,20.00
1/2/2025,R-1568690,"2,226.00",0.00,"2,226.00"
1/2/2025,R-1568690,3.63,0.00,3.63
1/2/2025,R-1568690,25.91,0.00,25.91
1/2/2025,R-1568695,5.00,0.00,5.00
1/2/2025,R-1568695,75.00,0.00,75.00
1/2/2025,R-1568695,1.74,0.00,1.74
1/2/2025,R-1568695,26.72,0.00,26.72
1/2/2025,R-1568695,20.00,0.00,20.00
1/2/2025,R-1568695,17.82,0.00,17.82
1/2/2025,R-1568695,"2,490.00",0.00,"2,490.00"
1/2/2025,R-1568695,10.73,0.00,10.73
1/2/2025,R-1568695,3.63,0.00,3.63
1/2/2025,R-1568695,16.09,0.00,16.09
1/2/2025,R-1568713,55.00,0.00,55.00
1/2/2025,R-1568713,10.73,0.00,10.73
1/2/2025,R-1568713,5.00,0.00,5.00
1/2/2025,R-1568713,1.74,0.00,1.74
1/2/2025,R-1568713,3.63,0.00,3.63
1/2/2025,R-1568713,"2,766.00",0.00,"2,766.00"
1/2/2025,R-1568713,20.17,0.00,20.17
1/2/2025,R-1568713,75.00,0.00,75.00
1/2/2025,R-1568713,100.00,0.00,100.00
1/2/2025,R-1568713,22.77,0.00,22.77
1/2/2025,R-1568713,112.74,0.00,112.74
1/2/2025,R-1568771,"1,000.00",0.00,"1,000.00"
1/2/2025,R-1568776,75.00,0.00,75.00
1/2/2025,R-1568776,39.18,0.00,39.18
1/2/2025,R-1568776,5.00,0.00,5.00
1/2/2025,R-1568776,3.63,0.00,3.63
1/2/2025,R-1568776,10.73,0.00,10.73
1/2/2025,R-1568776,1.74,0.00,1.74
1/2/2025,R-1568776,"3,269.00",0.00,"3,269.00"
1/2/2025,R-1568776,14.04,0.00,14.04
1/2/2025,R-1568776,12.97,0.00,12.97
1/2/2025,R-1568808,75.00,0.00,75.00
1/2/2025,R-1568808,"1,409.00",0.00,"1,409.00"
1/2/2025,R-1568808,55.00,0.00,55.00
1/2/2025,R-1568808,20.00,0.00,20.00
1/2/2025,R-1568892,32.81,0.00,32.81
1/2/2025,R-1568892,38.11,0.00,38.11
1/2/2025,R-1568892,3.63,0.00,3.63
1/2/2025,R-1568892,54.68,0.00,54.68
1/2/2025,R-1568892,10.73,0.00,10.73
1/2/2025,R-1568892,1.74,0.00,1.74
1/2/2025,R-1568892,5.00,0.00,5.00
1/2/2025,R-1568892,"2,498.00",0.00,"2,498.00"
1/2/2025,R-1569007,20.13,0.00,20.13
1/2/2025,R-1569007,1.62,0.00,1.62
1/2/2025,R-1569007,5.00,0.00,5.00
1/2/2025,R-1569007,3.63,0.00,3.63
1/2/2025,R-1569007,1.74,0.00,1.74
1/2/2025,R-1569007,10.73,0.00,10.73
1/2/2025,R-1569007,75.00,0.00,75.00
1/2/2025,R-1569007,"1,972.00",0.00,"1,972.00"
1/2/2025,R-1569007,1.44,0.00,1.44
1/2/2025,R-1569099,15.61,0.00,15.61
1/2/2025,R-1569099,75.00,0.00,75.00
1/2/2025,R-1569099,"2,482.00",0.00,"2,482.00"
1/2/2025,R-1569099,1.74,0.00,1.74
1/2/2025,R-1569099,3.63,0.00,3.63
1/2/2025,R-1569099,40.00,0.00,40.00
1/2/2025,R-1569099,10.73,0.00,10.73
1/2/2025,R-1569099,17.23,0.00,17.23
1/2/2025,R-1569099,38.29,0.00,38.29
1/2/2025,R-1569099,20.00,0.00,20.00
1/2/2025,R-1569099,5.00,0.00,5.00
1/2/2025,R-1569126,17.28,0.00,17.28
1/2/2025,R-1569126,10.73,0.00,10.73
1/2/2025,R-1569126,5.00,0.00,5.00
1/2/2025,R-1569126,14.16,0.00,14.16
1/2/2025,R-1569126,1.74,0.00,1.74
1/2/2025,R-1569126,3.63,0.00,3.63
1/2/2025,R-1569126,13.07,0.00,13.07
1/2/2025,R-1569139,"2,413.00",0.00,"2,413.00"
1/2/2025,R-1569139,25.37,0.00,25.37
1/2/2025,R-1569139,3.63,0.00,3.63
1/2/2025,R-1569139,75.00,0.00,75.00
1/2/2025,R-1569139,10.73,0.00,10.73
1/2/2025,R-1569139,68.39,0.00,68.39
1/2/2025,R-1569139,1.74,0.00,1.74
1/2/2025,R-1569139,40.00,0.00,40.00
1/2/2025,R-1569139,55.00,0.00,55.00
1/2/2025,R-1569139,22.31,0.00,22.31
1/2/2025,R-1569139,5.00,0.00,5.00
1/2/2025,R-1569151,75.00,0.00,75.00
1/2/2025,R-1569151,3.63,0.00,3.63
1/2/2025,R-1569151,29.74,0.00,29.74
1/2/2025,R-1569151,25.91,0.00,25.91
1/2/2025,R-1569151,1.74,0.00,1.74
1/2/2025,R-1569151,10.73,0.00,10.73
1/2/2025,R-1569151,40.00,0.00,40.00
1/2/2025,R-1569151,81.93,0.00,81.93
1/2/2025,R-1569151,5.00,0.00,5.00
1/2/2025,R-1569151,"2,425.00",0.00,"2,425.00"
1/2/2025,R-1569156,11.68,0.00,11.68
1/2/2025,R-1569156,3.63,0.00,3.63
1/2/2025,R-1569156,5.00,0.00,5.00
1/2/2025,R-1569156,1.74,0.00,1.74
1/2/2025,R-1569156,10.84,0.00,10.84
1/2/2025,R-1569156,20.00,0.00,20.00
1/2/2025,R-1569156,45.31,0.00,45.31
1/2/2025,R-1569156,75.00,0.00,75.00
1/2/2025,R-1569156,"3,243.00",0.00,"3,243.00"
1/2/2025,R-1569156,10.73,0.00,10.73
1/2/2025,R-1569156,33.13,0.00,33.13
1/2/2025,R-1569156,25.00,0.00,25.00
1/2/2025,R-1569184,"1,814.28",0.00,"1,814.28"
1/2/2025,R-1569186,20.00,0.00,20.00
1/2/2025,R-1569186,3.63,0.00,3.63
1/2/2025,R-1569186,45.64,0.00,45.64
1/2/2025,R-1569186,130.00,0.00,130.00
1/2/2025,R-1569186,"1,458.72",0.00,"1,458.72"
1/2/2025,R-1569186,1.74,0.00,1.74
1/2/2025,R-1569186,10.73,0.00,10.73
1/2/2025,R-1569186,5.00,0.00,5.00
1/2/2025,R-1569186,53.69,0.00,53.69
1/2/2025,R-1569186,85.13,0.00,85.13
1/2/2025,R-1569200,0.00,444.00,-444.00
1/2/2025,R-1569200,644.00,0.00,644.00
1/2/2025,R-1569201,55.00,0.00,55.00
1/2/2025,R-1569201,"3,376.00",0.00,"3,376.00"
1/2/2025,R-1569201,75.00,0.00,75.00
1/2/2025,R-1569201,44.17,0.00,44.17
1/2/2025,R-1569201,24.66,0.00,24.66
1/2/2025,R-1569201,8.36,0.00,8.36
1/2/2025,R-1569201,20.00,0.00,20.00
1/2/2025,R-1569201,10.73,0.00,10.73
1/2/2025,R-1569201,5.00,0.00,5.00
1/2/2025,R-1569201,1.74,0.00,1.74
1/2/2025,R-1569353,0.00,"2,117.42","-2,117.42"
1/2/2025,R-1569353,0.00,72.58,-72.58
1/2/2025,R-1569353,"2,190.00",0.00,"2,190.00"
1/2/2025,J-422740,0.00,"180,000.00","-180,000.00"
1/3/2025,R-1569284,75.00,0.00,75.00
1/3/2025,R-1569284,1.74,0.00,1.74
1/3/2025,R-1569284,10.73,0.00,10.73
1/3/2025,R-1569284,5.00,0.00,5.00
1/3/2025,R-1569284,20.00,0.00,20.00
1/3/2025,R-1569284,40.00,0.00,40.00
1/3/2025,R-1569284,76.40,0.00,76.40
1/3/2025,R-1569284,3.63,0.00,3.63
1/3/2025,R-1569284,22.31,0.00,22.31
1/3/2025,R-1569284,25.37,0.00,25.37
1/3/2025,R-1569284,55.00,0.00,55.00
1/3/2025,R-1569284,"4,158.00",0.00,"4,158.00"
1/3/2025,R-1569304,57.35,0.00,57.35
1/3/2025,R-1569304,38.94,0.00,38.94
1/3/2025,R-1569304,10.73,0.00,10.73
1/3/2025,R-1569304,90.00,0.00,90.00
1/3/2025,R-1569304,75.00,0.00,75.00
1/3/2025,R-1569304,3.63,0.00,3.63
1/3/2025,R-1569304,5.00,0.00,5.00
1/3/2025,R-1569304,20.00,0.00,20.00
1/3/2025,R-1569304,33.49,0.00,33.49
1/3/2025,R-1569304,40.00,0.00,40.00
1/3/2025,R-1569304,"3,466.00",0.00,"3,466.00"
1/3/2025,R-1569304,1.74,0.00,1.74
1/3/2025,R-1569336,15.48,0.00,15.48
1/3/2025,R-1569336,11.61,0.00,11.61
1/3/2025,R-1569336,5.00,0.00,5.00
1/3/2025,R-1569336,"1,129.06",0.00,"1,129.06"
1/3/2025,R-1569336,26.55,0.00,26.55
1/3/2025,R-1569336,23.28,0.00,23.28
1/3/2025,R-1569336,21.77,0.00,21.77
1/3/2025,R-1569336,1.74,0.00,1.74
1/3/2025,R-1569336,3.63,0.00,3.63
1/3/2025,R-1569336,28.39,0.00,28.39
1/3/2025,R-1569336,53.23,0.00,53.23
1/3/2025,R-1569336,74.98,0.00,74.98
1/3/2025,R-1569336,10.73,0.00,10.73
1/3/2025,R-1569336,"2,870.65",0.00,"2,870.65"
1/3/2025,R-1569343,"2,465.00",0.00,"2,465.00"
1/3/2025,R-1569343,5.00,0.00,5.00
1/3/2025,R-1569343,10.73,0.00,10.73
1/3/2025,R-1569343,3.63,0.00,3.63
1/3/2025,R-1569343,49.33,0.00,49.33
1/3/2025,R-1569343,17.11,0.00,17.11
1/3/2025,R-1569343,1.74,0.00,1.74
1/3/2025,R-1569343,15.51,0.00,15.51
1/3/2025,R-1569343,75.00,0.00,75.00
1/3/2025,R-1569350,84.60,0.00,84.60
1/3/2025,R-1569350,10.73,0.00,10.73
1/3/2025,R-1569350,18.72,0.00,18.72
1/3/2025,R-1569350,21.00,0.00,21.00
1/3/2025,R-1569350,3.63,0.00,3.63
1/3/2025,R-1569350,5.00,0.00,5.00
1/3/2025,R-1569350,75.00,0.00,75.00
1/3/2025,R-1569350,"2,805.00",0.00,"2,805.00"
1/3/2025,R-1569350,1.74,0.00,1.74
1/3/2025,R-1569400,"2,136.00",0.00,"2,136.00"
1/3/2025,R-1569400,21.48,0.00,21.48
